ensgene,SRR1039508,SRR1039509,SRR1039512,SRR1039513,SRR1039516,SRR1039517,SRR1039520,SRR1039521
ENSG00000033867,2526,1161,3813,1080,3589,2174,3543,1674
ENSG00000034053,46,53,21,4,48,44,18,44
ENSG00000034152,886,1178,924,896,671,2267,1123,1401
ENSG00000034239,14,9,17,4,10,16,3,1
ENSG00000034510,11323,10854,17313,8263,18277,19856,11782,10482
ENSG00000034533,142,98,152,64,186,117,166,88
ENSG00000034677,837,833,1106,657,792,982,728,924
ENSG00000034693,345,210,420,192,614,426,295,219
ENSG00000034713,1332,1382,1392,1186,1389,2031,1101,1480
ENSG00000034971,339,260,1033,645,99,91,426,573
ENSG00000035115,650,352,583,252,603,532,530,366
ENSG00000035141,364,374,382,261,378,490,355,469
ENSG00000035403,11492,16965,17242,16658,9835,25887,12512,24586
ENSG00000035499,21,15,19,2,16,16,15,4
ENSG00000035664,168,517,631,966,180,1062,601,1611
ENSG00000035681,1162,868,1307,569,1407,1117,1118,1026
ENSG00000035687,866,750,1039,673,1180,998,932,800
ENSG00000035720,0,0,0,0,0,0,0,0
ENSG00000035862,51281,43711,66689,48258,67911,86221,49403,56353
ENSG00000035928,1042,988,1126,736,1216,1228,1113,1012
ENSG00000036054,1278,1230,1180,854,1433,1953,1054,1271
ENSG00000036257,1672,1488,2047,1331,2419,2491,1421,1412
ENSG00000036448,7,13,6,1,6,4,0,4
ENSG00000036473,0,0,0,0,1,0,0,0
ENSG00000036530,43,24,45,23,32,52,76,60
ENSG00000036549,1008,800,951,543,903,1269,805,743
ENSG00000036565,3,5,1,3,5,8,3,1
ENSG00000036672,20,8,11,13,23,43,6,19
ENSG00000036828,0,0,0,0,0,0,0,0
ENSG00000037042,440,347,568,309,519,582,394,354
ENSG00000037241,296,310,297,218,367,525,187,275
ENSG00000037280,9,17,15,2,15,19,6,6
ENSG00000037474,766,742,806,480,1098,1334,543,667
ENSG00000037637,632,624,701,477,635,878,467,667
ENSG00000037749,386,373,540,370,479,717,436,509
ENSG00000037757,397,372,434,255,442,642,184,187
ENSG00000037897,71,52,116,42,125,148,125,39
ENSG00000037965,6,7,8,4,23,28,56,45
ENSG00000038002,792,462,806,343,561,765,692,527
ENSG00000038210,410,437,390,274,319,397,354,307
ENSG00000038219,2660,1743,2596,1621,2859,3665,1974,2574
ENSG00000038274,1642,1880,1446,1509,1562,2342,1321,2028
ENSG00000038295,13,7,35,7,5,8,0,6
ENSG00000038358,1004,878,1338,715,1245,1387,774,1132
ENSG00000038382,6242,5674,7550,3781,6347,8206,7010,5274
ENSG00000038427,9784,7411,12674,4848,11144,11171,10615,9520
ENSG00000038532,743,486,796,424,953,670,613,653
ENSG00000038945,112,46,112,23,328,261,257,153
ENSG00000039068,12,1,8,7,13,17,7,2
ENSG00000039123,1387,1084,1806,785,1781,1791,1205,1289
ENSG00000039139,177,237,306,65,274,465,231,160
ENSG00000039319,1050,848,1441,651,1453,1830,1053,844
ENSG00000039523,1783,2025,1795,1130,1936,2357,1675,1843
ENSG00000039537,2,22,13,27,16,92,11,20
ENSG00000039560,3738,3886,5161,3804,5381,11911,4333,5372
ENSG00000039600,2,2,3,4,7,10,2,3
ENSG00000039650,475,376,375,165,363,490,281,225
ENSG00000039987,1,3,4,1,2,4,4,1
ENSG00000040199,268,262,311,222,360,547,340,446
ENSG00000040275,235,186,359,93,269,260,219,219
ENSG00000040341,707,447,978,480,982,1070,592,698
ENSG00000040487,227,267,207,145,266,367,221,252
ENSG00000040531,476,443,592,327,607,746,579,663
ENSG00000040608,3,1,4,0,1,2,2,0
ENSG00000040633,858,775,921,443,1276,1144,711,609
ENSG00000040731,121,47,109,13,42,9,194,50
ENSG00000040933,762,533,852,502,773,1132,675,636
ENSG00000041353,29,18,23,18,391,90,20,11
ENSG00000041357,1326,1279,1547,943,1475,1485,1086,990
ENSG00000041515,3,5,3,5,2,10,2,10
ENSG00000041802,527,559,628,351,722,938,468,520
ENSG00000041880,383,396,474,240,339,428,369,398
ENSG00000041982,3271,1080,7309,2955,2381,2206,6763,3875
ENSG00000041988,193,173,219,124,238,258,188,179
ENSG00000042062,1517,1894,1191,712,2031,2404,1167,1386
ENSG00000042088,212,133,256,100,312,237,232,204
ENSG00000042286,450,649,583,488,520,1098,403,707
ENSG00000042304,4,4,5,7,3,9,1,6
ENSG00000042317,221,130,249,183,250,226,250,182
ENSG00000042429,381,316,402,342,530,776,356,405
ENSG00000042445,1401,1246,1835,984,1675,2015,1101,1156
ENSG00000042493,813,839,1109,664,883,1106,1387,1226
ENSG00000042753,1145,1211,1388,856,1171,1935,957,1102
ENSG00000042781,4,0,3,2,6,8,6,3
ENSG00000042813,0,0,0,0,0,0,0,0
ENSG00000042832,24,17,56,31,52,83,17,27
ENSG00000042980,4,15,14,2,13,55,16,23
ENSG00000043039,0,0,1,1,3,5,1,0
ENSG00000043093,686,652,704,416,948,940,576,667
ENSG00000043143,1585,1706,1711,993,1461,2330,1214,1705
ENSG00000043355,0,0,0,0,0,0,0,0
ENSG00000043462,0,0,0,0,0,0,0,0
ENSG00000043514,213,175,313,162,295,359,239,180
ENSG00000043591,0,1,1,2,1,5,2,0
ENSG00000044012,0,0,0,0,0,0,0,0
ENSG00000044090,1604,950,1685,728,1526,1470,1232,951
ENSG00000044115,7374,6300,10501,5382,8981,12598,7004,7868
ENSG00000044446,412,402,394,292,413,717,460,451
ENSG00000044459,498,377,718,357,778,683,382,356
ENSG00000044524,54,21,38,43,41,35,72,85
ENSG00000044574,16885,13716,19883,7801,16603,41128,10648,7831
ENSG00000046604,22,7,73,35,0,4,70,42
ENSG00000046647,306,340,348,219,356,413,377,383
ENSG00000046651,359,264,518,419,682,1031,781,524
ENSG00000046653,100,354,289,1343,662,5565,241,1244
ENSG00000046774,0,0,1,0,1,1,1,1
ENSG00000046889,56,38,124,16,27,15,39,32
ENSG00000047056,509,510,566,428,506,726,484,631
ENSG00000047188,771,852,664,460,680,945,745,701
ENSG00000047230,378,286,292,235,355,352,341,338
ENSG00000047249,873,743,967,641,953,1019,767,933
ENSG00000047315,2664,2145,2422,1597,2832,3502,2304,2175
ENSG00000047346,830,623,835,607,871,659,689,852
ENSG00000047365,42,25,156,58,13,19,50,43
ENSG00000047410,4915,4010,5486,3152,5485,6346,4652,4507
ENSG00000047457,11,12,25,30,6,13,26,16
ENSG00000047578,875,637,1054,613,1156,1166,620,789
ENSG00000047579,245,233,246,177,265,278,220,275
ENSG00000047597,1,0,1,0,0,2,1,4
ENSG00000047617,10,12,12,12,6,19,7,12
ENSG00000047621,463,290,567,173,617,576,411,253
ENSG00000047634,357,444,578,287,442,650,381,500
ENSG00000047644,1203,1400,1714,1045,1704,2931,1285,1675
ENSG00000047648,616,617,451,196,432,522,439,456
ENSG00000047662,7,1,8,13,4,11,6,6
ENSG00000047849,15464,14951,18872,12281,19035,24602,13099,16123
ENSG00000047932,1617,1301,1917,966,1941,1895,1454,1385
ENSG00000047936,0,2,1,1,6,3,0,0
ENSG00000048028,437,508,579,302,568,1012,566,549
ENSG00000048052,317,199,577,208,590,478,445,357
ENSG00000048140,826,784,923,638,1079,1602,752,925
ENSG00000048162,144,179,198,158,164,370,179,174
ENSG00000048342,881,751,1087,422,1089,1078,912,705
ENSG00000048392,1635,1171,1846,1036,1462,1809,1247,1410
ENSG00000048405,349,308,352,291,386,592,285,415
ENSG00000048462,0,0,0,0,1,2,1,0
ENSG00000048471,1651,1603,2521,2150,1792,2617,1719,3087
ENSG00000048540,28,52,37,50,82,201,25,46
ENSG00000048544,794,609,879,572,802,1.00E+03,656,574
ENSG00000048545,2,1,17,4,10,4,4,0
ENSG00000048649,1572,1274,1897,866,2089,2679,1418,1626
ENSG00000048707,2111,3225,3534,4218,2248,4144,2291,4508
ENSG00000048740,5021,6150,4519,4301,3850,8384,3813,9437
ENSG00000048828,4149,3772,4612,2534,5416,7110,3435,3918
ENSG00000048991,605,441,623,289,797,684,499,430
ENSG00000049089,93,40,104,31,127,69,70,48
ENSG00000049130,2839,1905,3426,1836,4709,5951,2103,2310
ENSG00000049167,232,144,227,91,166,217,141,129
ENSG00000049192,162,172,278,94,258,234,57,79
ENSG00000049239,5872,5571,6818,4982,4582,9014,5336,7218
ENSG00000049245,3228,2884,3828,2744,3786,4796,2827,3313
ENSG00000049246,378,71,303,109,519,117,420,75
ENSG00000049247,0,0,1,0,4,1,0,0
ENSG00000049249,22,25,30,21,26,31,26,20
ENSG00000049283,15,7,16,4,17,9,19,10
ENSG00000049323,14366,22442,19773,17739,18483,32299,13936,25594
ENSG00000049449,6334,4866,6408,3404,7725,10146,5827,5281
ENSG00000049540,4716,8814,8340,6851,2952,6652,6176,14787
ENSG00000049541,163,103,211,70,147,193,144,109
ENSG00000049618,2039,1619,1678,892,2393,2549,1689,1552
ENSG00000049656,1031,1148,1187,1033,1345,1948,973,1171
ENSG00000049759,1833,728,2217,391,2100,1632,1812,859
ENSG00000049768,2,4,4,2,2,8,1,3
ENSG00000049769,125,68,87,80,135,108,71,59
ENSG00000049860,3927,3192,5167,3670,5899,6737,4080,4128
ENSG00000049883,402,243,486,252,397,409,326,373
ENSG00000050030,0,0,0,0,0,1,0,0
ENSG00000050130,879,801,1256,722,1345,1573,805,915
ENSG00000050165,12605,11942,20829,13969,19401,28257,16298,21415
ENSG00000050327,240,132,616,405,254,332,373,413
ENSG00000050344,183,177,230,134,336,535,168,252
ENSG00000050393,459,456,603,414,666,834,469,680
ENSG00000050405,6346,5769,12985,5326,12341,15650,8046,6336
ENSG00000050426,939,804,1167,618,1061,1028,915,953
ENSG00000050438,102,82,115,129,155,133,125,83
ENSG00000050555,103,38,36,22,174,261,51,81
ENSG00000050628,337,353,509,240,406,316,293,304
ENSG00000050730,6,4,9,3,20,10,4,5
ENSG00000050748,906,739,1149,571,1081,1122,833,886
ENSG00000050767,0,3,0,0,0,1,0,2
ENSG00000050820,1149,1168,1209,671,1394,2272,1034,1009
ENSG00000051009,416,413,448,278,511,650,407,441
ENSG00000051108,1663,2423,2228,2027,2347,4276,1389,2439
ENSG00000051128,969,814,1065,487,1389,1324,1011,901
ENSG00000051180,17,45,32,45,22,65,54,67
ENSG00000051341,22,22,33,14,16,15,54,24
ENSG00000051382,340,252,354,282,411,586,288,442
ENSG00000051523,759,840,665,472,557,901,590,826
ENSG00000051596,169,122,206,158,169,226,151,161
ENSG00000051620,1116,1437,1212,1020,961,1723,982,1279
ENSG00000051825,271,207,327,150,293,246,235,175
ENSG00000052126,1521,1113,1846,1001,2290,1805,1307,1222
ENSG00000052344,0,0,6,1,2,0,1,0
ENSG00000052723,726,715,640,505,696,1170,678,780
ENSG00000052749,354,267,444,234,498,562,286,242
ENSG00000052795,438,419,595,323,823,980,468,727
ENSG00000052802,373,304,447,241,316,366,244,235
ENSG00000052841,2204,1798,2935,1369,3417,3063,2260,2175
ENSG00000052850,9,0,4,0,0,5,65,24
ENSG00000053108,5,0,9,0,0,8,2,5
ENSG00000053254,3743,3620,3234,2949,4253,5949,3107,5308
ENSG00000053328,21,7,21,3,2,3,12,10
ENSG00000053371,1011,922,956,611,964,1183,853,904
ENSG00000053372,340,331,381,273,359,577,328,300
ENSG00000053438,45,51,36,20,23,26,78,41
ENSG00000053501,336,284,385,178,330,383,279,254
ENSG00000053524,35,99,38,23,63,59,39,46
ENSG00000053702,29,23,69,20,40,45,44,30
ENSG00000053747,749,1644,447,1245,1260,2062,768,1947
ENSG00000053770,638,534,819,491,802,1105,632,624
ENSG00000053900,514,499,699,325,536,707,543,608
ENSG00000053918,0,0,0,0,2,0,0,0
ENSG00000054116,729,710,814,505,789,1044,674,680
ENSG00000054118,2977,2534,3404,1712,3495,4034,2534,2418
ENSG00000054148,1290,1095,996,398,940,1141,719,568
ENSG00000054179,1,0,5,0,2,1,4,0
ENSG00000054219,14,33,39,45,21,73,57,118
ENSG00000054267,1060,809,1449,751,1511,1600,1079,991
ENSG00000054277,346,395,304,349,354,511,281,627
ENSG00000054282,263,238,153,136,275,179,308,335
ENSG00000054356,34,26,29,5,14,10,30,6
ENSG00000054392,52,41,61,35,67,58,43,45
ENSG00000054523,1580,1573,1733,1118,1803,2178,1446,1758
ENSG00000054598,470,354,424,250,612,730,641,528
ENSG00000054611,615,529,753,400,658,875,564,581
ENSG00000054654,1709,1263,2043,1267,1708,1642,1765,2468
ENSG00000054690,16,12,6,2,39,33,40,7
ENSG00000054793,2789,2136,3446,2468,3172,5096,3359,3909
ENSG00000054796,0,0,0,0,1,0,0,0
ENSG00000054803,0,0,0,0,0,0,0,0
ENSG00000054938,93,23,137,27,176,106,140,66
ENSG00000054965,1972,1307,2452,944,2425,2367,1857,1649
ENSG00000054967,17,14,9,11,22,40,21,21
ENSG00000054983,653,668,877,440,731,1068,516,695
ENSG00000055044,495,466,560,440,581,820,442,453
ENSG00000055070,3325,3125,4271,2392,4101,6725,3002,4044
ENSG00000055118,53,18,22,1,2,1,9,16
ENSG00000055130,1201,1341,1280,884,1460,2239,1131,1311
ENSG00000055147,529,484,650,338,554,832,480,458
ENSG00000055163,492,194,369,100,424,350,257,187
ENSG00000055208,1656,1381,1805,1245,2095,2481,1389,1629
ENSG00000055211,1901,1955,2794,2175,2497,3393,1989,2462
ENSG00000055332,2374,1446,2331,1054,2693,3061,1722,1689
ENSG00000055483,981,857,921,550,768,1179,750,794
ENSG00000055609,2723,1683,2111,1006,2612,3193,1789,1843
ENSG00000055732,155,131,125,53,108,111,105,64
ENSG00000055813,77,39,103,18,25,9,183,70
ENSG00000055917,2359,1990,2371,1525,2516,3274,2053,2590
ENSG00000055950,885,646,819,398,747,953,565,588
ENSG00000055955,16,28,14,16,18,14,28,8
ENSG00000055957,0,0,0,4,0,4,0,5
ENSG00000056050,358,310,312,202,435,357,288,257
ENSG00000056097,2581,2500,3279,2061,3899,4988,2581,3073
ENSG00000056277,170,127,203,52,241,267,150,115
ENSG00000056291,0,0,0,0,0,0,2,0
ENSG00000056487,0,0,0,0,0,0,0,0
ENSG00000056558,199,268,263,163,174,207,197,257
ENSG00000056586,1230,1173,1541,1048,1552,2195,1096,1566
ENSG00000056736,112,47,106,34,85,57,125,70
ENSG00000056972,507,532,475,349,654,885,374,524
ENSG00000056998,262,240,289,183,282,532,196,280
ENSG00000057019,2581,1686,2784,1449,3893,4401,2362,2279
ENSG00000057149,0,0,0,0,0,0,0,0
ENSG00000057252,924,1364,905,933,1227,1733,1072,1861
ENSG00000057294,15,43,11,8,9,22,16,7
ENSG00000057468,5,2,2,0,4,2,7,6
ENSG00000057593,2,5,11,5,4,7,9,5
ENSG00000057608,3707,3092,3860,2235,3770,4595,3016,3073
ENSG00000057657,150,151,202,195,203,445,87,256
ENSG00000057663,577,547,532,469,523,924,493,590
ENSG00000057704,35,59,12,19,23,8,11,22
ENSG00000057757,494,438,570,387,638,610,471,450
ENSG00000057935,816,575,1017,449,1340,1142,823,767
ENSG00000058056,363,291,411,308,649,821,405,457
ENSG00000058063,1312,1419,1835,1164,1750,2419,1771,2347
ENSG00000058085,54,110,69,59,65,123,35,87
ENSG00000058091,1277,981,1701,920,1803,1751,1185,1460
ENSG00000058262,11775,8428,14219,6590,13308,14832,10837,8094
ENSG00000058272,1412,1469,1904,1436,2181,3038,1529,1780
ENSG00000058335,2,3,2,7,9,4,1,0
ENSG00000058404,1,1,7,2,0,3,9,0
ENSG00000058453,696,662,587,267,772,1040,506,642
ENSG00000058600,404,477,637,335,622,776,418,447
ENSG00000058668,9826,7785,15544,8548,12581,16953,10527,9487
ENSG00000058673,4744,3815,4337,2731,4589,5457,3983,4134
ENSG00000058729,386,270,469,215,565,555,409,312
ENSG00000058799,326,385,502,393,517,843,349,469
ENSG00000058804,276,225,309,191,283,346,238,219
ENSG00000058866,11,0,8,3,6,6,2,1
ENSG00000059122,1367,1244,1653,975,1049,991,1267,1395
ENSG00000059145,499,494,739,416,584,904,472,763
ENSG00000059377,14,28,10,15,29,13,13,8
ENSG00000059378,279,244,267,212,286,310,211,181
ENSG00000059573,1671,1088,1767,805,1983,2225,1538,933
ENSG00000059588,392,259,537,224,327,477,401,279
ENSG00000059691,400,289,412,243,467,401,279,301
ENSG00000059728,248,207,194,129,200,203,191,177
ENSG00000059758,961,689,1124,394,1238,1096,814,611
ENSG00000059769,254,198,333,220,384,575,253,282
ENSG00000059804,1347,990,1187,657,1456,2301,1058,1014
ENSG00000059915,171,112,129,74,255,226,162,129
ENSG00000060069,490,442,441,326,542,819,388,452
ENSG00000060138,4418,5513,4396,3641,5429,6847,3362,5766
ENSG00000060140,0,0,4,0,6,4,0,6
ENSG00000060237,5494,3794,6432,3027,7586,7987,4876,6141
ENSG00000060303,0,0,0,0,0,0,0,0
ENSG00000060339,1569,1441,1569,1.00E+03,2399,2357,1361,1542
ENSG00000060491,1053,978,980,639,983,1328,871,919
ENSG00000060558,0,0,1,0,1,0,0,0
ENSG00000060566,0,0,1,0,0,0,0,0
ENSG00000060642,249,250,369,270,274,440,266,386
ENSG00000060656,360,462,670,206,281,655,371,365
ENSG00000060688,442,429,524,306,586,693,441,420
ENSG00000060709,0,0,1,0,1,0,0,1
ENSG00000060718,86,216,242,601,87,623,102,594
ENSG00000060749,1119,764,1079,566,1211,1677,1077,1173
ENSG00000060762,275,315,322,290,252,369,240,347
ENSG00000060971,647,748,964,547,951,938,600,669
ENSG00000060982,2433,1574,2948,1368,2712,3541,3073,3498
ENSG00000061273,2798,3689,2972,2647,2443,4362,2498,4135
ENSG00000061337,91,31,128,32,89,75,87,51
ENSG00000061455,1143,861,1607,477,973,802,866,1067
ENSG00000061492,0,0,0,0,0,0,0,0
ENSG00000061656,47,86,107,51,94,178,77,129
ENSG00000061676,5306,5609,5175,4646,6107,8299,5231,6258
ENSG00000061794,492,541,612,482,606,786,516,629
ENSG00000061918,1760,2049,1874,1211,1578,1079,1771,1593
ENSG00000061936,820,682,986,584,965,1002,752,802
ENSG00000061938,690,557,594,234,616,646,470,415
ENSG00000061987,1360,1088,1796,961,1547,1830,1442,1032
ENSG00000062038,2,1,10,6,13,12,8,2
ENSG00000062096,2,1,2,2,2,1,0,2
ENSG00000062194,1118,911,1310,683,1327,1433,1098,949
ENSG00000062282,19,20,15,11,74,49,32,22
ENSG00000062370,231,152,165,106,176,213,127,144
ENSG00000062485,1963,1805,2057,1249,2451,2401,1675,1587
ENSG00000062524,4,5,0,0,2,2,2,1
ENSG00000062582,756,640,710,355,771,907,529,507
ENSG00000062598,1200,1331,1147,882,1438,1553,1085,1203
ENSG00000062650,1133,1145,1228,871,1174,1687,1022,1031
ENSG00000062716,2671,3110,3308,2646,3121,5096,2196,3420
ENSG00000062725,2093,1690,1688,1010,2329,2494,1628,1688
ENSG00000062822,259,117,138,67,152,213,106,124
ENSG00000063015,0,4,2,3,3,2,5,0
ENSG00000063046,14380,12282,16261,8918,15575,16753,11865,12584
ENSG00000063127,32,20,12,26,42,32,48,12
ENSG00000063169,227,198,366,277,256,406,210,271
ENSG00000063176,313,256,372,289,355,377,218,249
ENSG00000063177,9590,9185,9806,4422,9013,10313,6794,6861
ENSG00000063180,67,55,203,86,166,125,161,93
ENSG00000063241,417,348,430,200,458,626,303,294
ENSG00000063244,2321,1826,2437,1089,2389,2953,1818,1765
ENSG00000063245,2500,2669,2749,1502,2456,3469,1864,2325
ENSG00000063322,1382,1125,1694,799,1814,1826,1194,1349
ENSG00000063438,541,299,798,369,1116,1083,801,563
ENSG00000063515,0,0,0,0,0,0,0,0
ENSG00000063587,584,682,568,383,642,951,480,687
ENSG00000063601,686,690,868,439,934,965,639,711
ENSG00000063660,5824,3360,7024,2362,5453,6240,4117,3669
ENSG00000063761,102,107,128,57,126,124,127,109
ENSG00000063854,316,305,445,258,385,477,367,417
ENSG00000063978,1192,941,1353,895,1377,1578,1065,1139
ENSG00000064012,347,214,442,236,472,405,321,325
ENSG00000064042,499,330,420,214,516,901,283,352
ENSG00000064102,360,425,405,273,577,513,320,296
ENSG00000064115,1187,1720,1247,1441,1088,2194,777,2147
ENSG00000064195,0,0,0,0,0,0,0,0
ENSG00000064199,154,144,272,173,240,305,153,170
ENSG00000064201,36,9,32,2,34,8,18,7
ENSG00000064205,1456,492,4473,1644,3262,2128,1741,1020
ENSG00000064218,0,0,0,0,0,0,0,0
ENSG00000064225,29,14,46,18,49,57,60,37
ENSG00000064270,6,10,3,3,7,9,13,5
ENSG00000064300,2,6,2,0,2,4,0,0
ENSG00000064309,640,113,772,180,320,334,741,197
ENSG00000064313,741,680,885,687,911,1135,779,675
ENSG00000064393,2260,2793,2190,1561,2581,5213,1939,3417
ENSG00000064419,1347,1100,1576,880,1662,1857,1244,1253
ENSG00000064489,106,93,120,56,126,152,90,84
ENSG00000064490,394,312,482,256,402,551,261,345
ENSG00000064545,369,279,331,168,324,481,286,290
ENSG00000064547,29,32,52,14,57,62,36,45
ENSG00000064601,9407,6413,12749,6189,12509,12489,9823,8630
ENSG00000064607,1732,1587,2052,1012,1810,2071,1405,1260
ENSG00000064651,332,467,578,306,731,596,522,635
ENSG00000064652,214,240,274,188,364,485,210,268
ENSG00000064655,64,75,192,148,62,110,99,159
ENSG00000064666,6315,8443,9283,8666,7806,20465,6730,10836
ENSG00000064687,125,73,305,86,214,237,155,96
ENSG00000064692,123,64,157,12,21,12,78,15
ENSG00000064703,323,403,354,243,360,542,231,313
ENSG00000064726,1848,1740,2420,1555,2626,3460,1671,1866
ENSG00000064763,184,262,229,273,458,515,226,295
ENSG00000064787,5,2,15,4,7,5,20,5
ENSG00000064835,0,0,0,0,0,0,0,1
ENSG00000064886,1027,1256,1533,788,2124,2235,1048,961
ENSG00000064932,739,597,609,196,449,956,520,461
ENSG00000064933,353,464,469,419,410,716,394,590
ENSG00000064961,1168,1150,1168,778,1306,1858,979,1291
ENSG00000064989,54,47,48,28,59,68,16,22
ENSG00000064995,252,233,354,204,269,389,237,243
ENSG00000064999,603,633,826,567,800,925,609,744
ENSG00000065000,4612,3298,4404,2446,5043,5872,3498,3636
ENSG00000065029,408,359,550,338,606,615,384,395
ENSG00000065054,941,683,893,349,1049,1814,973,759
ENSG00000065057,119,126,137,59,139,183,119,95
ENSG00000065060,424,326,448,246,490,514,363,381
ENSG00000065135,2154,1840,1922,1412,2055,2624,1763,1854
ENSG00000065150,4410,3336,5124,2937,4706,5467,5023,4199
ENSG00000065154,2953,2936,3405,2116,2870,3526,2778,2792
ENSG00000065183,602,509,560,332,640,919,393,437
ENSG00000065243,1405,1166,1388,921,1847,1905,1327,1575
ENSG00000065268,325,363,262,146,270,495,219,239
ENSG00000065308,9864,9970,10270,7393,11157,14906,8599,10053
ENSG00000065320,4762,5795,4678,3721,2.00E+03,3701,3466,5443
ENSG00000065325,6,5,1,0,12,24,0,0
ENSG00000065328,19,12,11,9,8,22,5,4
ENSG00000065357,970,921,1213,631,1153,1277,830,940
ENSG00000065361,14,12,53,34,23,25,23,27
ENSG00000065371,1,1,0,0,0,1,0,0
ENSG00000065413,148,107,371,150,366,196,345,235
ENSG00000065427,1929,1945,2284,1256,2307,3064,1450,1543
ENSG00000065457,270,252,289,172,363,291,218,213
ENSG00000065485,759,574,961,446,783,965,899,721
ENSG00000065491,384,294,391,175,439,372,338,249
ENSG00000065518,761,583,941,460,1058,1093,692,599
ENSG00000065526,1358,1671,1412,1328,1195,2032,855,2034
ENSG00000065534,17517,17284,26844,17310,19964,31485,15202,16009
ENSG00000065548,935,793,1081,666,1191,1420,873,698
ENSG00000065559,639,519,618,449,756,903,521,665
ENSG00000065600,76,86,129,54,134,107,104,65
ENSG00000065609,3,0,0,0,0,0,0,1
ENSG00000065613,1499,1477,2086,1080,2345,2303,1594,1718
ENSG00000065615,400,468,424,245,400,589,267,348
